Loading Facebook fasttext ... (This may require a couple of minutes)
[0.5802, 0.4762, 0.5399, 0.6462, 0.5845, 0.5683, 0.4757, 0.4774, 0.4588, 1.0, 0.6439, 0.5257, 0.4817, 0.5034, 0.4803, 0.5022, 0]
[0.5902, 0.4979, 1.0, 0.6353, 0.558, 1.0, 0.4558, 0.5763, 0.4874, 0.5866, 0.5542, 0.6517, 0.4817, 0.5846, 0.5286, 0.4922, 0]
[0.6016, 0.5211, 0.4864, 0.6231, 0.6276, 0.5571, 0.4709, 0.4498, 0.5026, 0.5362, 0.5082, 0.5075, 0.4282, 0.5415, 0.551, 0.5632, 0]
[0.5267, 0.4627, 0.5224, 0.4759, 0.5061, 0.579, 0.4145, 0.4308, 0.4775, 0.5867, 0.533, 0.5211, 0.5526, 0.4442, 0.4666, 0.458, 0]
[0.5538, 0.4441, 0.4864, 0.6696, 0.5513, 0.5464, 0.4145, 0.4397, 0.4446, 0.4974, 0.4857, 0.4792, 0.4149, 0.5034, 0.4803, 0.4092, 0]
[0.5049, 0.4912, 0.5, 0.4745, 0.4524, 0.5369, 0.4059, 0.4596, 0.4375, 0.4601, 0.4818, 0.3878, 0.4239, 0.4827, 0.4189, 0.4, 0]
[0.8378, 0.5487, 1.0, 0.6231, 0.5152, 0.5987, 0.4709, 0.4854, 0.488, 0.5867, 0.733, 0.5626, 0.4825, 0.5415, 0.6006, 0.5632, 0]
[0.6138, 0.5211, 1.0, 0.6556, 0.5512, 0.5987, 0.8348, 0.4854, 0.5538, 0.5874, 1.0, 0.5626, 0.5256, 0.5135, 0.5106, 1.0, 0]
[0.5902, 0.4878, 0.6522, 0.6556, 0.5512, 0.7816, 0.5704, 0.4703, 0.5538, 0.5843, 0.5856, 0.5295, 0.5256, 0.5289, 0.551, 0.446, 0]
[0.6225, 0.4852, 0.5505, 0.6173, 1.0, 0.5673, 0.4658, 0.4935, 0.5484, 0.6002, 0.6089, 0.5467, 0.5664, 0.4792, 0.4782, 0.4588, 0]
[0.5267, 0.515, 0.4328, 0.4406, 0.4342, 0.4812, 0.3565, 0.4091, 0.4163, 0.4536, 0.4813, 0.5282, 0.3969, 0.4544, 0.3918, 0.4007, 0]
[0.6138, 0.4387, 0.5505, 1.0, 0.5387, 0.5987, 0.477, 0.4677, 0.5026, 0.5847, 0.4771, 0.5626, 0.4352, 0.4465, 0.4778, 0.4053, 0]
[0.5254, 0.4945, 0.5321, 0.6231, 0.4971, 0.5987, 0.4145, 0.4378, 0.4685, 0.5226, 0.6089, 0.5626, 0.4627, 0.5289, 0.551, 0.446, 0]
[0.6138, 0.5211, 0.5505, 0.5259, 0.5308, 0.5441, 0.4145, 0.4285, 0.4439, 0.5867, 0.533, 0.4397, 0.4427, 0.5415, 0.5284, 0.5632, 0]
[0.495, 0.3944, 0.3641, 0.4276, 0.405, 0.4627, 0.3281, 0.372, 0.3962, 0.4272, 0.4264, 0.4062, 0.3729, 0.373, 0.4739, 0.3276, 0]
[0.5034, 0.4441, 0.509, 0.4938, 0.4778, 0.5683, 0.3886, 0.508, 0.4844, 0.5016, 0.6439, 0.5257, 0.4525, 0.465, 0.3986, 0.5108, 0]
[0.6664, 0.4464, 1.0, 0.6354, 0.5232, 0.5635, 0.4185, 0.44, 0.529, 0.5979, 0.5169, 0.5527, 0.5169, 0.4775, 0.4402, 0.4846, 0]
[0.6664, 0.5487, 1.0, 0.6231, 0.5191, 0.5987, 0.4276, 0.4436, 0.4685, 0.5226, 0.6874, 0.5626, 0.4413, 0.5415, 0.6006, 0.5632, 0]
[0.5902, 0.5211, 1.0, 1.0, 0.571, 0.5571, 0.4709, 0.5763, 0.5273, 0.5226, 0.6874, 0.5211, 0.4778, 0.5289, 0.551, 0.5189, 0]
[0.6664, 0.4297, 0.5512, 0.6353, 0.558, 0.5906, 0.446, 0.5763, 0.4831, 0.5979, 0.6922, 0.507, 0.4427, 0.4204, 0.4369, 0.4846, 0]
[0.5442, 0.481, 0.5646, 0.4584, 0.4739, 0.5207, 0.4757, 0.411, 0.4163, 0.492, 0.4968, 0.5282, 0.3969, 0.5338, 0.509, 0.4219, 0]
[0.6138, 0.4979, 0.5505, 0.553, 0.4843, 0.5547, 0.4252, 0.4753, 0.4385, 0.485, 0.4715, 0.4453, 0.4462, 0.4767, 0.4754, 0.4922, 0]
[0.5374, 0.4979, 0.5097, 0.5207, 0.5845, 0.5282, 0.4145, 0.4753, 0.4358, 0.5206, 0.5082, 0.428, 0.4123, 0.4047, 0.4735, 0.4922, 0]
[0.5902, 0.4979, 0.5097, 0.5232, 0.5286, 0.5464, 0.4058, 0.4753, 0.4473, 0.4713, 0.474, 0.4431, 0.4134, 0.8311, 0.4735, 0.4922, 0]
[0.3782, 0.3944, 0.3641, 0.3539, 0.405, 0.3838, 0.2794, 0.3553, 0.3756, 0.3825, 0.4227, 0.3549, 0.3002, 0.3491, 0.3574, 0.3185, 0]
[0.5429, 0.4917, 0.5224, 0.5532, 0.5076, 0.5164, 0.4145, 0.4774, 0.4604, 0.5867, 0.533, 0.4929, 0.4427, 0.4379, 0.6177, 0.38, 0]
[0.4815, 0.4335, 0.453, 0.6696, 0.4612, 0.5423, 0.4223, 0.4304, 0.488, 0.5843, 0.5301, 0.4515, 0.4474, 0.4442, 0.4337, 0.4193, 0]
[0.5538, 0.4945, 0.4837, 0.6173, 0.4704, 0.5762, 0.5704, 0.4935, 0.5425, 0.5843, 0.6029, 0.5467, 0.4733, 0.4717, 0.518, 0.4185, 0]
Total time: 6.047205924987793s
